BADR6.bmp,684,526214,769.319,6.057,5.846822222,37.72135825
ERDE2.bmp,913,1552289,1700.207,17.866,17.24765556,111.2749746
ERDE3.bmp,822,2074129,2523.271,23.872,23.04587778,148.6827851
HEAP1.bmp,870,1509089,1734.585,17.369,16.76765556,108.1782066
AESE1.bmp,770,4508255,5854.877,51.888,,
AESE2.bmp,744,4272535,5742.655,49.175,,
AESE4.bmp,792,5004083,6318.287,57.595,,
AESE5.bmp,915,3834734,4190.966,44.136,,
ALEDQ.bmp,865,3600037,4161.892,41.435,,
ANCA1.bmp,1001,3336480,3333.147,38.402,,
ANCA2.bmp,756,3782439,5003.226,43.534,,
ANCA3-TRAITS.bmp,945,3673700,3887.513,42.283,,
ANCA3.bmp,1035,3229263,3120.061,37.168,,
ASTO4.bmp,790,2580462,3266.408,29.7,,
ASTO5.bmp,831,3068727,3692.812,35.32,,
BYLA1.bmp,815,3165314,3883.821,36.432,,
BYLA2.bmp,810,3491162,4310.077,40.182,,
BYLA3.bmp,1040,3405809,3274.816,39.2,,
CAGU3.bmp,850,2728603,3210.121,31.405,,
CAGU4.bmp,804,3130049,3893.096,36.026,,
CRFL1.bmp,840,3805082,4529.86,43.795,,
CRFL2.bmp,2692,4056044,1506.703,46.684,,
CRFL3.bmp,1779,4182122,2350.827,48.135,,
CRFL4.bmp,1098,2881775,2624.567,33.168,,
CRFL5.bmp,851,3644155,4282.203,41.943,,
DAFA2.bmp,936,2506649,2678.044,28.851,,
DAFA3.bmp,890,2656617,2984.963,30.577,,
DAFA4.bmp,1086,1417354,1305.114,16.313,,
DAFA5.bmp,996,2177824,2186.57,25.066,,
ERDE4.bmp,1017,2543142,2500.631,29.271,,
ERDE5.bmp,942,3068043,3256.946,35.312,,
ERTO3.bmp,801,2468031,3081.187,28.406,,
ERTO4.bmp,716,3615510,5049.595,41.613,,
ERTO5.bmp,1023,3029412,2961.302,34.867,,
ERTO6.bmp,843,3173872,3764.973,36.53,,
FAMO1.bmp,771,3137677,4069.62,36.113,,
FAMO2.bmp,826,3676760,4451.283,42.318,,
FAMO3.bmp,777,4429702,5701.032,50.984,,
GUVI1.bmp,863,3392188,3930.693,39.043,,
GUVI2.bmp,698,4183718,5993.865,48.153,,
GUVI3.bmp,939,3333700,3550.266,38.37,,
MAGU1.bmp,842,1866824,2217.131,21.486,,
MAGU2.bmp,816,1872844,2295.152,21.556,,
MAGU3.bmp,835,1585734,1899.083,18.251,,
MAGU4.bmp,875,1310092,1497.248,15.079,,
MAGU5.bmp,931,1016080,1091.386,11.695,,
MISE1.bmp,804,2142631,2664.964,24.661,,
MISE2.bmp,946,2400364,2537.383,27.627,,
MISE3.bmp,893,2360135,2642.928,27.164,,
MISE4.bmp,1074,1450989,1351.014,16.7,,
MISE5.bmp,784,3616435,4612.8,41.624,,
PIRO5.bmp,987,2355493,2386.518,27.111,,
PORA1.bmp,852,3227169,3787.757,37.143,,
PORA2.bmp,788,3129049,3970.874,36.014,,
PORA3.bmp,684,4184978,6118.389,48.168,,
RALA1.bmp,1003,1270347,1266.547,14.621,,
RALA2.bmp,994,1587562,1597.145,18.272,,
RALA3.bmp,826,2495528,3021.22,28.723,,
STPO1.bmp,840,3401572,4049.49,39.151,,
STPO2.bmp,899,3196101,3555.174,36.786,,
STPO3.bmp,826,2558536,3097.501,29.448,,
SYRE1.bmp,898,3065661,3413.876,35.285,,
SYRE2.bmp,777,3592970,4624.157,41.354,,
SYRE3.bmp,909,2895677,3185.563,33.328,,
TAAU4.bmp,908,4006067,4411.968,46.108,,
XYAR1.bmp,835,3116926,3732.846,35.875,,
XYAR2.bmp,924,3809078,4122.379,43.841,,
XYAR3.bmp,877,3283056,3743.507,37.787,,
ZETU2.bmp,694,4247375,6120.137,48.886,,
ZETU3.bmp,624,3787135,6069.127,43.588,,
ZETU4.bmp,755,4256489,5637.734,48.991,,
ZETU5-1.bmp,851,3947003,4638.076,45.429,,
ZETU5-2.bmp,1002,3047715,3041.632,35.078,,
